quality_grade,time_observed_at,taxon_geoprivacy,annotations,uuid,id,cached_votes_total,identifications_most_agree,species_guess,identifications_most_disagree,tags,positional_accuracy,comments_count,site_id,created_time_zone,license_code,observed_time_zone,quality_metrics,public_positional_accuracy,reviewed_by,oauth_application_id,flags,created_at,description,time_zone_offset,project_ids_with_curator_id,observed_on,observed_on_string,updated_at,sounds,place_ids,captive,ident_taxon_ids,outlinks,faves_count,ofvs,num_identification_agreements,comments,map_scale,uri,project_ids,community_taxon_id,owners_identification_from_vision,identifications_count,obscured,num_identification_disagreements,geoprivacy,location,votes,spam,mappable,identifications_some_agree,project_ids_without_curator_id,place_guess,identifications,project_observations,observation_sounds,observation_photos,photos,faves,non_owner_ids,observed_on_details.date,observed_on_details.day,observed_on_details.month,observed_on_details.year,observed_on_details.hour,observed_on_details.week,created_at_details.date,created_at_details.day,created_at_details.month,created_at_details.year,created_at_details.hour,created_at_details.week,taxon.is_active,taxon.ancestry,taxon.min_species_ancestry,taxon.endemic,taxon.iconic_taxon_id,taxon.min_species_taxon_id,taxon.threatened,taxon.rank_level,taxon.introduced,taxon.native,taxon.parent_id,name,taxon.rank,taxon.extinct,taxon.id,taxon.ancestor_ids,taxon.created_at,taxon.taxon_changes_count,taxon.taxon_schemes_count,taxon.observations_count,taxon.photos_locked,taxon.universal_search_rank,taxon.current_synonymous_taxon_ids,taxon.atlas_id,taxon.complete_species_count,taxon.wikipedia_url,taxon.iconic_taxon_name,taxon.preferred_common_name,taxon.complete_rank,taxon.default_photo.id,taxon.default_photo.license_code,taxon.default_photo.attribution,taxon.default_photo.url,taxon.default_photo.flags,taxon.default_photo.square_url,taxon.default_photo.medium_url,taxon.default_photo.original_dimensions.height,taxon.default_photo.original_dimensions.width,taxon.flag_counts.resolved,taxon.flag_counts.unresolved,taxon.conservation_status.id,taxon.conservation_status.place_id,taxon.conservation_status.source_id,taxon.conservation_status.user_id,taxon.conservation_status.authority,taxon.conservation_status.status,taxon.conservation_status.status_name,taxon.conservation_status.geoprivacy,taxon.conservation_status.iucn,preferences.prefers_community_taxon,geojson.type,geojson.coordinates,user.id,user.login,user.spam,user.suspended,user.created_at,user.site_id,user.login_autocomplete,user.login_exact,user.name,user.name_autocomplete,user.orcid,user.icon,user.observations_count,user.identifications_count,user.journal_posts_count,user.activity_count,user.species_count,user.annotated_observations_count,user.universal_search_rank,user.roles,user.icon_url,user.preferences.prefers_community_taxa,user.preferences.prefers_project_addition_by,user.preferences.prefers_observation_fields_by,prov,longitude,latitude
needs_id,2022-05-28T09:47:56-07:00,open,,0f192501-3f2f-42e1-9c66-95d4bc514ad7,119086922,0,TRUE,Bayberries,FALSE,,5,0,1,America/Los_Angeles,NA,America/Los_Angeles,,5,,3,,2022-05-28T09:50:50-07:00,"Spittle bug excretions

 ",-08:00,,2022-05-28,2022-05-28 09:47:56-07:00,2023-10-08T11:33:43-07:00,,,FALSE,,,0,,3,,NA,https://www.inaturalist.org/observations/119086922,,61040,FALSE,3,FALSE,0,NA,"34.5274976688,-120.3890470975",,FALSE,TRUE,TRUE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47853/49035,"48460,47126,211194,47125,47124,47853,49035,61040",FALSE,47126,61040,FALSE,20,FALSE,FALSE,49035,Morella,genus,FALSE,61040,,2010-05-22T21:50:25+00:00,0,1,48690,FALSE,48690,NA,NA,NA,https://en.wikipedia.org/wiki/Myrica,Plantae,Bayberries,NA,92096539,cc-by-nc,"(c) Sandra Falanga, some rights reserved (CC BY-NC), uploaded by Sandra Falanga",https://inaturalist-open-data.s3.amazonaws.com/photos/92096539/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/92096539/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/92096539/medium.jpeg,1024,683,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.3890470975,34.5274976688
needs_id,2022-05-28T09:47:01-07:00,NA,,e6995d68-a212-40de-8c35-c28cde72c010,119086524,0,FALSE,NA,FALSE,,141,0,1,America/Los_Angeles,NA,America/Los_Angeles,,141,,3,,2022-05-28T09:48:44-07:00,Tan Bark oak leaves,-08:00,,2022-05-28,2022-05-28 09:47:01-07:00,2022-07-16T16:09:04-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119086524,,NA,NA,0,FALSE,0,NA,"34.5275587488,-120.3894050412",,FALSE,TRUE,FALSE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460,"48460,47126",FALSE,47126,47126,FALSE,70,FALSE,TRUE,48460,Plantae,kingdom,FALSE,47126,,2008-04-02T01:59:35+00:00,7,2,95590691,FALSE,95590691,NA,NA,NA,https://en.wikipedia.org/wiki/Plant,Plantae,plants,phylum,221143410,NA,"(c) Rocío Ramírez Barrios, all rights reserved, uploaded by Rocío Ramírez Barrios",https://static.inaturalist.org/photos/221143410/square.jpeg,,https://static.inaturalist.org/photos/221143410/square.jpeg,https://static.inaturalist.org/photos/221143410/medium.jpeg,2048,1462,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.3894050412,34.5275587488
needs_id,2022-05-28T09:44:17-07:00,NA,,b56dc96a-a2e1-48aa-a88a-fb15b7f1daf5,119086368,0,FALSE,bearberries and manzanitas,FALSE,,128,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,128,,3,,2022-05-28T09:48:23-07:00,,-08:00,,2022-05-28,2022-05-28 09:44:17-07:00,2022-12-18T15:51:53-08:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119086368,,47126,FALSE,0,FALSE,0,NA,"34.5274802604,-120.3898731099",,FALSE,TRUE,FALSE,,"Santa Barbara County, US-CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47181/133387/571287,"48460,47126,211194,47125,47124,47181,133387,571287,47179",FALSE,47126,47179,FALSE,20,FALSE,FALSE,571287,Arctostaphylos,genus,FALSE,47179,,2008-04-04T11:04:33+00:00,0,1,114633,FALSE,114633,NA,NA,NA,http://en.wikipedia.org/wiki/Arctostaphylos,Plantae,bearberries and manzanitas,NA,22868101,cc-by-nc,"(c) Diego Tamayo, some rights reserved (CC BY-NC), uploaded by Diego Tamayo",https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/medium.jpeg,1360,2048,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3898731099,34.5274802604
research,2022-05-28T09:43:20-07:00,NA,,e31a742a-2bfd-4bb0-81cf-11943b2f94df,119086257,0,TRUE,Evergreen Huckleberry,FALSE,,27,1,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,27,,3,,2022-05-28T09:47:50-07:00,,-08:00,,2022-05-28,2022-05-28 09:43:20-07:00,2023-01-22T17:55:44-08:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/119086257,,48349,TRUE,1,FALSE,0,NA,"34.5274621338,-120.3898888392",,FALSE,TRUE,TRUE,,"Santa Barbara County, US-CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47181/133387/634914/919967/48353/1560095,"48460,47126,211194,47125,47124,47181,133387,634914,919967,48353,1560095,48349",FALSE,47126,48349,FALSE,10,FALSE,TRUE,1560095,Vaccinium ovatum,species,FALSE,48349,,2008-09-17T04:27:30+00:00,1,3,15642,FALSE,15642,NA,1942,NA,http://en.wikipedia.org/wiki/Vaccinium_ovatum,Plantae,Evergreen Huckleberry,NA,4845,cc-by-nc-nd,"(c) James Gaither, some rights reserved (CC BY-NC-ND)",https://inaturalist-open-data.s3.amazonaws.com/photos/4845/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/4845/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/4845/medium.jpg,1536,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3898888392,34.5274621338
research,2022-05-28T09:46:08-07:00,open,,bc12682f-547f-4c7a-9b74-6514deb81aa3,119086115,0,TRUE,Tanoak,FALSE,,5,0,1,America/Los_Angeles,NA,America/Los_Angeles,,5,,3,,2022-05-28T09:47:10-07:00,,-08:00,,2022-05-28,2022-05-28 09:46:08-07:00,2022-10-06T13:00:47-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/119086115,,69823,FALSE,1,FALSE,0,NA,"34.5274865628,-120.389413722",,FALSE,TRUE,TRUE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47853/47852/69822,"48460,47126,211194,47125,47124,47853,47852,69822,69823",FALSE,47126,69823,FALSE,10,FALSE,TRUE,69822,Notholithocarpus densiflorus,species,FALSE,69823,,2011-04-17T01:52:47+00:00,1,2,9158,FALSE,9158,NA,1937,NA,http://en.wikipedia.org/wiki/Notholithocarpus,Plantae,Tanoak,NA,6644,cc-by-nc-sa,"(c) randomtruth, some rights reserved (CC BY-NC-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/6644/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/6644/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/6644/medium.jpg,1478,1600,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.389413722,34.5274865628
research,2022-05-28T09:41:34-07:00,NA,,dc0a0e13-138a-4deb-b1e3-e466cdc49022,119086054,0,TRUE,Woodland Strawberry,FALSE,,6,1,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,6,,3,,2022-05-28T09:46:54-07:00,Near the Jalachichi Gate of the Dangerman Preserve.  A vestigial Tanbark Oak forest.,-08:00,,2022-05-28,2022-05-28 09:41:34-07:00,2022-05-30T07:55:41-07:00,,,FALSE,,,0,,1,,19,https://www.inaturalist.org/observations/119086054,,50298,TRUE,1,FALSE,0,NA,"34.527424,-120.38942",,FALSE,TRUE,TRUE,,"Santa Barbara County, US-CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47132/47148/415343/885411/975959/50299,"48460,47126,211194,47125,47124,47132,47148,415343,885411,975959,50299,50298",FALSE,47126,50298,FALSE,10,FALSE,TRUE,50299,Fragaria vesca,species,FALSE,50298,,2009-03-15T14:20:50+00:00,1,1,66507,FALSE,66507,NA,NA,NA,http://en.wikipedia.org/wiki/Fragaria_vesca,Plantae,woodland strawberry,NA,134106423,cc-by-nc,"(c) Алексей Афонин, some rights reserved (CC BY-NC), uploaded by Алексей Афонин",https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/medium.jpg,1600,1200,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.38942,34.527424
needs_id,2022-05-28T09:44:33-07:00,NA,,98d94c16-ca4b-4bf8-b73a-955ca4d9624d,119086036,0,TRUE,bearberries and manzanitas,FALSE,,185,0,1,America/Los_Angeles,NA,America/Los_Angeles,,185,,3,,2022-05-28T09:46:46-07:00,,-08:00,,2022-05-28,2022-05-28 09:44:33-07:00,2022-06-29T22:58:22-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/119086036,,571287,FALSE,1,FALSE,0,NA,"34.5273147322,-120.389985736",,FALSE,TRUE,TRUE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47181/133387/571287,"48460,47126,211194,47125,47124,47181,133387,571287,47179",FALSE,47126,47179,FALSE,20,FALSE,FALSE,571287,Arctostaphylos,genus,FALSE,47179,,2008-04-04T11:04:33+00:00,0,1,114633,FALSE,114633,NA,NA,NA,http://en.wikipedia.org/wiki/Arctostaphylos,Plantae,bearberries and manzanitas,NA,22868101,cc-by-nc,"(c) Diego Tamayo, some rights reserved (CC BY-NC), uploaded by Diego Tamayo",https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/22868101/medium.jpeg,1360,2048,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.389985736,34.5273147322
research,2022-05-28T09:43:26-07:00,NA,,77b74362-6c28-41ad-9c39-912996100a67,119085936,0,TRUE,Evergreen Huckleberry,FALSE,,5,0,1,America/Los_Angeles,NA,America/Los_Angeles,,5,,3,,2022-05-28T09:46:03-07:00,,-08:00,,2022-05-28,2022-05-28 09:43:26-07:00,2022-09-01T12:20:09-07:00,,,FALSE,,,0,,1,,NA,https://www.inaturalist.org/observations/119085936,,48349,FALSE,1,FALSE,0,NA,"34.5275152289,-120.3899193184",,FALSE,TRUE,TRUE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47181/133387/634914/919967/48353/1560095,"48460,47126,211194,47125,47124,47181,133387,634914,919967,48353,1560095,48349",FALSE,47126,48349,FALSE,10,FALSE,TRUE,1560095,Vaccinium ovatum,species,FALSE,48349,,2008-09-17T04:27:30+00:00,1,3,15642,FALSE,15642,NA,1942,NA,http://en.wikipedia.org/wiki/Vaccinium_ovatum,Plantae,Evergreen Huckleberry,NA,4845,cc-by-nc-nd,"(c) James Gaither, some rights reserved (CC BY-NC-ND)",https://inaturalist-open-data.s3.amazonaws.com/photos/4845/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/4845/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/4845/medium.jpg,1536,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.3899193184,34.5275152289
needs_id,2022-05-28T09:40:03-07:00,NA,,b351a5ce-2183-40f8-9187-6f704a020bd2,119085914,0,FALSE,NA,FALSE,,1492,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,1492,,3,,2022-05-28T09:45:55-07:00,,-08:00,,2022-05-28,2022-05-28 09:40:03-07:00,2022-05-29T07:58:07-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119085914,,NA,TRUE,0,FALSE,0,NA,"34.5428005629,-120.3614327471",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/324787/1410494/53078,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494,53078,53077",FALSE,47126,53077,FALSE,10,FALSE,TRUE,53078,Pseudognaphalium californicum,species,FALSE,53077,,2009-09-15T07:03:20+00:00,1,4,13808,FALSE,13808,NA,3711,NA,http://en.wikipedia.org/wiki/Pseudognaphalium_californicum,Plantae,California cudweed,NA,183610927,cc-by-nc,"(c) Melissa, some rights reserved (CC BY-NC), uploaded by Melissa",https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/medium.jpeg,2048,1536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3614327471,34.5428005629
needs_id,2022-05-28T09:40:48-07:00,NA,,b89c1623-b874-472a-8398-da06d20cff1e,119085736,0,FALSE,NA,FALSE,,5,0,1,America/Los_Angeles,NA,America/Los_Angeles,,5,,3,,2022-05-28T09:45:04-07:00,,-08:00,,2022-05-28,2022-05-28 09:40:48-07:00,2022-05-28T09:46:02-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119085736,,NA,FALSE,0,FALSE,0,NA,"34.527341472,-120.3907580954",,FALSE,TRUE,FALSE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/71289/51890/889256/1092926/51891,"48460,47126,211194,47125,47124,71289,51890,889256,1092926,51891,58137",FALSE,47126,58137,FALSE,10,FALSE,TRUE,51891,Dudleya lanceolata,species,FALSE,58137,,2010-03-28T06:31:00+00:00,0,4,10101,FALSE,10101,NA,3714,NA,http://en.wikipedia.org/wiki/Dudleya_lanceolata,Plantae,lanceleaf liveforever,NA,63796717,NA,"(c) Melanie Albert, all rights reserved, uploaded by Melanie Albert",https://static.inaturalist.org/photos/63796717/square.jpg,,https://static.inaturalist.org/photos/63796717/square.jpg,https://static.inaturalist.org/photos/63796717/medium.jpg,2048,1536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.3907580954,34.527341472
needs_id,2022-05-28T09:38:47-07:00,NA,,e0b51e39-e1fa-40c7-bd17-407e9261ca15,119085683,0,FALSE,NA,FALSE,,5,0,1,America/Los_Angeles,NA,America/Los_Angeles,,5,,3,,2022-05-28T09:44:46-07:00,,-08:00,,2022-05-28,2022-05-28 09:38:47-07:00,2022-05-28T09:45:01-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119085683,,NA,FALSE,0,FALSE,0,NA,"34.5273682941,-120.390670756",,FALSE,TRUE,FALSE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/324787/1410494/53078,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494,53078,53077",FALSE,47126,53077,FALSE,10,FALSE,TRUE,53078,Pseudognaphalium californicum,species,FALSE,53077,,2009-09-15T07:03:20+00:00,1,4,13808,FALSE,13808,NA,3711,NA,http://en.wikipedia.org/wiki/Pseudognaphalium_californicum,Plantae,California cudweed,NA,183610927,cc-by-nc,"(c) Melissa, some rights reserved (CC BY-NC), uploaded by Melissa",https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/square.jpeg,,https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/183610927/medium.jpeg,2048,1536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.390670756,34.5273682941
needs_id,2022-05-28T09:38:10-07:00,NA,,4bd82544-d0b6-4466-b54d-1bbc72bf6e61,119085134,0,FALSE,NA,FALSE,,16149,0,1,America/Los_Angeles,NA,America/Los_Angeles,,16149,,3,,2022-05-28T09:42:01-07:00,,-08:00,,2022-05-28,2022-05-28 09:38:10-07:00,2022-05-28T09:44:44-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119085134,,NA,FALSE,0,FALSE,0,NA,"34.5329418923,-120.3809673921",,FALSE,TRUE,FALSE,,"Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47605/47604/632790/461542/972893,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972893,55365",FALSE,47126,55365,FALSE,20,FALSE,FALSE,972893,Grindelia,genus,FALSE,55365,,2010-02-05T04:07:02+00:00,0,1,51130,FALSE,51130,NA,NA,NA,http://en.wikipedia.org/wiki/Grindelia,Plantae,gumplants,NA,195833808,cc-by-sa,"(c) BotBln, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/195833808/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/195833808/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/195833808/medium.jpg,1365,2048,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,1323079,wek,FALSE,FALSE,2018-11-03T20:57:39+00:00,1,wek,wek,NA,NA,NA,NA,215,0,0,215,150,0,215,,NA,NA,NA,NA,inat,-120.3809673921,34.5329418923
needs_id,2022-05-28T09:38:12-07:00,NA,,a836fefe-e0a0-400d-8ae3-054f061896f1,119084892,0,FALSE,NA,FALSE,,8,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,8,,3,,2022-05-28T09:40:41-07:00,,-08:00,,2022-05-28,2022-05-28 09:38:12-07:00,2023-01-05T10:16:36-08:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119084892,,NA,NA,0,FALSE,0,NA,"34.5273690481,-120.3907548096",,FALSE,TRUE,FALSE,,"Santa Barbara County, US-CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460,"48460,47126",FALSE,47126,47126,FALSE,70,FALSE,TRUE,48460,Plantae,kingdom,FALSE,47126,,2008-04-02T01:59:35+00:00,7,2,95590691,FALSE,95590691,NA,NA,NA,https://en.wikipedia.org/wiki/Plant,Plantae,plants,phylum,221143410,NA,"(c) Rocío Ramírez Barrios, all rights reserved, uploaded by Rocío Ramírez Barrios",https://static.inaturalist.org/photos/221143410/square.jpeg,,https://static.inaturalist.org/photos/221143410/square.jpeg,https://static.inaturalist.org/photos/221143410/medium.jpeg,2048,1462,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3907548096,34.5273690481
needs_id,2022-05-28T09:36:42-07:00,open,,bf49fcd3-333c-47d1-9df5-b08f95928601,119084806,0,FALSE,NA,FALSE,,235,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,235,,3,,2022-05-28T09:40:09-07:00,,-08:00,,2022-05-28,2022-05-28 09:36:42-07:00,2022-05-29T07:58:06-07:00,,,FALSE,,,0,,0,,NA,https://www.inaturalist.org/observations/119084806,,NA,TRUE,0,FALSE,0,NA,"34.5272978685,-120.3908828568",,FALSE,TRUE,FALSE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/47123/47122/507502/548591/47121,"48460,47126,211194,47125,47124,47123,47122,507502,548591,47121,57069",FALSE,47126,57069,FALSE,10,FALSE,TRUE,47121,Lupinus microcarpus,species,FALSE,57069,,2010-03-13T00:29:44+00:00,2,5,5283,FALSE,5283,NA,NA,NA,http://en.wikipedia.org/wiki/Lupinus_microcarpus,Plantae,chick lupine,NA,319454845,cc-by-nc,"(c) Mónica Soto Barahona, some rights reserved (CC BY-NC), uploaded by Mónica Soto Barahona",https://inaturalist-open-data.s3.amazonaws.com/photos/319454845/square.jpg,,https://inaturalist-open-data.s3.amazonaws.com/photos/319454845/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/319454845/medium.jpg,950,666,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3908828568,34.5272978685
needs_id,2022-05-28T09:35:53-07:00,NA,,3c974d5e-6dca-4480-9d35-89adc8b5bd91,119084567,0,TRUE,bush monkeyflowers,FALSE,,439,0,1,America/Los_Angeles,cc-by-nc,America/Los_Angeles,,439,,3,,2022-05-28T09:38:46-07:00,,-08:00,,2022-05-28,2022-05-28 09:35:53-07:00,2023-06-25T00:43:27-07:00,,,FALSE,,,0,,2,,NA,https://www.inaturalist.org/observations/119084567,,777236,TRUE,2,FALSE,0,NA,"34.5273740276,-120.3909528464",,FALSE,TRUE,TRUE,,"Jalama Rd, Lompoc, CA, US",,,,,,,,2022-05-28,28,5,2022,9,21,2022-05-28,28,5,2022,9,21,TRUE,48460/47126/211194/47125/47124/48151/64552/157750,"48460,47126,211194,47125,47124,48151,64552,157750,777236",FALSE,47126,777236,FALSE,13,FALSE,TRUE,157750,Diplacus,section,FALSE,777236,,2018-09-11T01:58:35+00:00,0,1,48503,FALSE,48503,NA,NA,NA,http://en.wikipedia.org/wiki/Diplacus,Plantae,bush monkeyflowers,NA,1090858,NA,"(c) Gary McDonald, all rights reserved, uploaded by Gary McDonald",https://static.inaturalist.org/photos/1090858/square.JPG,,https://static.inaturalist.org/photos/1090858/square.JPG,https://static.inaturalist.org/photos/1090858/medium.JPG,500,750,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Point,,8682,andrea_adams-morden,FALSE,FALSE,2012-08-08T00:30:43+00:00,1,andrea_adams-morden,andrea_adams-morden,Andrea Adams-Morden,Andrea Adams-Morden,NA,NA,7985,74,0,8059,2012,776,7985,,NA,NA,NA,NA,inat,-120.3909528464,34.5273740276
