associatedsequences,barcodevalue,basisofrecord,bed,canonicalname,catalognumber,class,collectioncode,collectionid,collectionname,collector,commonname,commonnames,continent,coordinateuncertainty,country,countrycode,county,datasetid,datecollected,datemodified,dqs,earliestageorloweststage,earliesteonorlowesteonothem,earliestepochorlowestseries,earliesteraorlowesterathem,earliestperiodorlowestsystem,etag,eventdate,family,fieldnumber,flags,formation,genus,geologicalcontextid,longitude,latitude,group,hasImage,hasMedia,highertaxon,highestbiostratigraphiczone,individualcount,infraspecificepithet,institutioncode,institutionid,institutionname,kingdom,latestageorhigheststage,latesteonorhighesteonothem,latestepochorhighestseries,latesteraorhighesterathem,latestperiodorhighestsystem,lithostratigraphicterms,locality,lowestbiostratigraphiczone,maxdepth,maxelevation,mediarecords,member,mindepth,minelevation,municipality,occurrenceid,order,phylum,recordids,recordnumber,recordset,name,specificepithet,startdayofyear,stateprovince,taxonid,taxonomicstatus,taxonrank,typestatus,uuid,verbatimeventdate,verbatimlocality,version,waterbody,prov
NA,NA,preservedspecimen,NA,cellaria mandibulata,713745,gymnolaemata,iz,NA,NA,d. diener,NA,,north america,NA,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1982-09-16,2024-05-14T21:08:02.170636+00:00,0.2608695652173913,NA,NA,NA,NA,NA,e3543469fa5d112c58466c5ba5995b85cfeef921,9/16/1982,cellariidae,NA,,NA,cellaria,NA,-120.4816667,34.4613889,NA,FALSE,FALSE,NA,NA,NA,NA,sbmnh,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"santa barbara county, california, usa",NA,NA,NA,,NA,NA,NA,NA,f73d7515-25ec-4449-a314-5c1280b02d1d,cheilostomatida,bryozoa,,NA,f7624647-b0d7-4753-94d0-9961186562fb,cellaria mandibulata,mandibulata,259,california,4985189,accepted,species,NA,b1c60efd-e634-4bbd-b334-0fce04e05810,9/16/1982,"platform hermosa, m/v seawatch, station ii-2",NA,NA,idigbio
NA,NA,preservedspecimen,NA,spergularia macrotheca,rsa0098196,magnoliopsida,pom,3818e1d3-b6a4-11e8-b408-001a64db2964,NA,w. w. eggleston,NA,,north america,3400,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1924-03-29,2024-06-11T21:10:59.139497+00:00,0.3188405797101449,NA,NA,NA,NA,NA,8327d6bd5eecbfe1b2308b9630b5acaeb47417d0,1924-03-29,caryophyllaceae,NA,,NA,spergularia,NA,-120.482,34.486,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|caryophyllanae|caryophyllales|caryophyllaceae|spergularia,NA,NA,NA,rsa,NA,NA,plantae,NA,NA,NA,NA,NA,NA,concepcion to jalama.,NA,NA,NA,,NA,NA,30,NA,2fc5e24c-caa2-4dfd-82d0-0329aae8e4b1,caryophyllales,tracheophyta,,19586,a4e6033a-d1eb-46d3-869d-7c0328f09aa7,spergularia macrotheca,macrotheca,89,california,3085664,accepted,species,NA,b1cc1bd4-496e-4e65-83c2-f467f727d8a5,"mar. 29, 1924",NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,vaccinium ovatum,ucsb057209,magnoliopsida,NA,f7e112f9-92c5-455c-a6c4-709b0f8d7f73,NA,mike council,NA,,north america,10000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1979-04-21,2023-05-05T11:14:46.814911+00:00,0.3188405797101449,NA,NA,NA,NA,NA,5e44bdded9e05c1ce353b8fa180c932c35c11815,1979-04-21,ericaceae,NA,,NA,vaccinium,NA,-120.441944,34.534944,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|ericaceae|vaccinium,NA,NA,NA,ucsb,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"south side of california 68, 4 miles west of california 1.",NA,NA,NA,,NA,NA,30,NA,08c76981-5829-4907-9210-6ccb79ecc976,ericales,tracheophyta,,126,f31a5f98-efd3-476a-9627-de3add582acd,vaccinium ovatum,ovatum,111,california,2882838,accepted,species,NA,b1d9290a-2e8c-4280-ba80-71539e76257e,4-21-79,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,scyra acutifrons,716362,malacostraca,iz,NA,NA,dames & moore survey,NA,,north america,NA,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1974-09-17,2024-05-14T21:08:02.170636+00:00,0.2753623188405797,NA,NA,NA,NA,NA,60a73ef215c3b105b9514dc721d49d5831366a9e,1974-09,epialtidae,NA,,NA,scyra,NA,-120.471865,34.448253,NA,FALSE,FALSE,NA,NA,NA,NA,sbmnh,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"santa barbara county, california, usa",NA,NA,NA,,NA,NA,NA,NA,57407700-a8d9-4bdd-a80f-e5f8fb2b226a,decapoda,arthropoda,,NA,f7624647-b0d7-4753-94d0-9961186562fb,scyra acutifrons,acutifrons,260,california,2226749,accepted,species,NA,b1e15685-2e67-4533-9f7d-9a64b89fea43,1974-09,point conception,NA,NA,idigbio
NA,NA,preservedspecimen,NA,chenopodium rubrum,sbbg242521,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,ralph hoffmann,NA,,north america,1000,united states,usa,santa barbara,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1931-12-10,2024-01-31T23:28:35.813889+00:00,0.2753623188405797,NA,NA,NA,NA,NA,5d3adc46bcabe4c53fa9679897299f8fb95f9ad1,1931-12,amaranthaceae,NA,,NA,chenopodium,NA,-120.467,34.452,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|caryophyllanae|caryophyllales|amaranthaceae|chenopodium,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mountains: point conception.,NA,NA,NA,,NA,NA,NA,NA,51d54ffa-326e-4727-8645-1f91d75f9dfe,caryophyllales,tracheophyta,,749,d7540872-1c53-48ac-a617-2d0739eadcbd,chenopodium rubrum,rubrum,344,california,7751130,doubtful,species,NA,b1e43dfe-5949-45ce-bb4f-313f20f497d5,dec. 1931,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,logfia filaginoides,ucsb062665,magnoliopsida,NA,f7e112f9-92c5-455c-a6c4-709b0f8d7f73,NA,"david j. keil; r. kenny, j. yost, m. ritter, and other phytojog participants",NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-05-09,2024-06-11T21:13:21.512462+00:00,0.2753623188405797,NA,NA,NA,NA,NA,40f26d52fb4b8811f10f218285e62e9f1be6c08e,2019-05-09,asteraceae,NA,,NA,logfia,NA,-120.4730736,34.50495136,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|asterales|asteraceae|logfia,NA,NA,NA,ucsb,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve. stop 1. cojo ranch unit. 1.34 miles east from cojo gate along long canyon rd. and 1.5 miles east from the pacific coast.êsite with wells and weather station.,NA,NA,NA,,NA,NA,NA,NA,77237bd2-3d8b-4c52-b866-9fd22049a6b1,asterales,tracheophyta,,35921,f31a5f98-efd3-476a-9627-de3add582acd,logfia filaginoides,filaginoides,129,california,3088916,doubtful,species,NA,b1eca765-51f2-4869-9c65-0310c0560182,09 may 2019,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,vaccinium ovatum,NA,magnoliopsida,NA,0945030a-f625-4b95-9f48-e5cb7d6eb879,NA,mark a. elvin,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2010-08-17,2023-05-05T11:40:43.799679+00:00,0.2898550724637681,NA,NA,NA,NA,NA,3cbe30c04e587a9ecb3cb92f4a900f8e9b22e53e,2010-08-17,ericaceae,NA,,NA,vaccinium,NA,-120.38833,34.52722,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|ericaceae|vaccinium,NA,NA,NA,sd,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"western transverse range; santa ynez mountains: jalama road, road from jalama beach, south of lompoc (lompoc hills 7.5'q)",NA,NA,NA,,NA,NA,305,NA,6a481fd8-f9d4-4fcb-ae14-151be04092de,ericales,tracheophyta,,6496,d82fa49b-915e-4aa8-acc6-51df3d431884,vaccinium ovatum,ovatum,229,california,2882838,accepted,species,NA,b1f61d2f-3db3-4515-8d8c-e27c1bc0ce7c,08/17/2010,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,engraulis mordax,52899.006,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1979-04-20,2024-07-12T19:35:10.420091+00:00,0.2608695652173913,NA,NA,NA,NA,NA,ea7143cefea8acb2f469fb5c4347aabe6991273c,1979-04-20,engraulidae,NA,,NA,engraulis,NA,-120.4333333333,34.443333333333,NA,FALSE,FALSE,animalia | chordata |  | clupeiformes | engraulidae | engraulis,NA,1,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: cojo bay,NA,NA,NA,,NA,NA,NA,NA,6fd56c4c-5e26-4e55-a6e4-643b5d92d8ed,clupeiformes,chordata,,0118015ma,2d853a6d-50ec-4931-8e91-48fc2491fdee,"engraulis mordax girard, 1854",mordax,110,california,2414024,accepted,species,NA,b1f80a05-e7f8-45bd-96eb-b6cc1143be06,NA,eastern pacific | usa | california |  | southern california: cojo bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,rhus integrifolia,rsa0168879,magnoliopsida,pom,3818e1d3-b6a4-11e8-b408-001a64db2964,NA,w. w. eggleston,NA,,north america,3400,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1924-03-29,2024-06-11T21:10:59.139497+00:00,0.2898550724637681,NA,NA,NA,NA,NA,9d38c3997434e40946ebb9e8982a461c0beb8c73,1924-03-29,anacardiaceae,NA,,NA,rhus,NA,-120.482,34.486,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|sapindales|anacardiaceae|rhus,NA,NA,NA,rsa,NA,NA,plantae,NA,NA,NA,NA,NA,NA,concepcion to jalama.,NA,NA,NA,,NA,NA,30,NA,be7f48c5-f4ad-4168-975d-ecae44c9ce33,sapindales,tracheophyta,,19580,a4e6033a-d1eb-46d3-869d-7c0328f09aa7,rhus integrifolia,integrifolia,89,california,7160609,accepted,species,NA,b200ec91-0b92-4e1d-9f7a-05084e995997,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,cmnhent0059999,insecta,insects,0197093b-f523-468f-8e90-6f94faa24395,NA,"perry, g.",NA,,north america,NA,united states,usa,santa barbara,NA,NA,2019-08-29T22:51:15.736786+00:00,0.2898550724637681,NA,NA,NA,NA,NA,4d2fa0cf32c9e59e443f450fb356f1005510bf95,NA,bombyliidae,NA,,NA,NA,NA,-120.471,34.448,NA,FALSE,FALSE,NA,NA,1,NA,"cleveland museum of natural history, oh (clev)",NA,NA,animalia,NA,NA,NA,NA,NA,NA,"ca, santa barbara co. point conception area",NA,NA,NA,,NA,NA,NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:cmnhent0059999,diptera,arthropoda,,NA,a8d88237-2f62-4ad5-b1f7-ab13ace304df,bombyliidae,NA,NA,california,83620,NA,NA,NA,b20645a5-f756-40a1-b686-e65dc662b3d6,no date,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,hyalella,235656,malacostraca,iz,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,NA,larry e. serpa,NA,,north america,NA,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,2018-09-13,2024-01-31T21:57:57.098080+00:00,0.3333333333333333,NA,NA,NA,NA,NA,a6c6f4b6f87e3462e79f03747d287d094e40bc56,2018-09-13,hyalellidae,151595,,NA,hyalella,NA,-120.4563611,34.5235278,NA,FALSE,FALSE,"animalia, arthropoda, crustacea, malacostraca, eumalacostraca, peracarida, amphipoda, senticaudata, talitrida, hyaloidea, hyalellidae",NA,NA,NA,cas,http://grscicoll.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,escondido creek,NA,NA,NA,,NA,NA,134.11,NA,urn:catalog:cas:iz:235656,amphipoda,arthropoda,,NA,bd61c458-b865-4b05-9f1f-735c49066e55,hyalella,NA,256,california,2217673,accepted,genus,NA,b22f53cf-a15f-4598-915b-3b0b1151f220,13 sep 2018,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,heterostichus rostratus,60774,actinopterygii,ummz_fish,NA,NA,e higgins,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1918-12-05,2019-07-14T00:12:18.930139+00:00,0.17391304347826086,NA,NA,NA,NA,NA,e8495411f347a8ee10269efbf9faed7e7b2f04b0,12-05-1918,clinidae,csfl18-131,,NA,heterostichus,NA,-120.4861111,34.4666667,NA,FALSE,FALSE,NA,NA,NA,NA,ummz,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"off point conception, 1.5 miles w by n",NA,NA,NA,,NA,NA,NA,NA,b96d6904-d969-4192-bb76-9f4ce746d8d0,perciformes,chordata,,NA,459bd81e-63b9-47d2-9818-dceb6657bea0,heterostichus rostratus,rostratus,339,california,5209305,accepted,species,NA,b26631f3-cb3d-4dad-9c7b-e341643e8df7,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,gibbonsia metzi,uam:fish:872,actinopterygii,fish,10,NA,collector(s): r. s. lee,NA,,north america,3219,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1965-05-14,2023-08-24T20:46:06.983211+00:00,0.3188405797101449,NA,NA,NA,NA,NA,4370a82683a2e906302de78a577c56a8ebc40b9c,1965-05-14,clinidae,NA,,NA,gibbonsia,NA,-120.455998,34.446813,NA,FALSE,FALSE,"animalia, chordata, actinopterygii, perciformes, clinidae, gibbonsia,",NA,NA,NA,uam,uam,NA,animalia,NA,NA,NA,NA,NA,NA,point concepcion,NA,NA,NA,,NA,NA,NA,NA,http://arctos.database.museum/guid/uam:fish:872?seid=274973,perciformes,chordata,,NA,e7bc6545-f14f-4fc4-9902-1aa38040f184,gibbonsia metzi,metzi,134,california,5209312,accepted,species,NA,b26c193b-898b-47e9-9e81-142372a1f659,14 may 1965,point concepcion,NA,NA,idigbio
NA,NA,preservedspecimen,NA,paralichthys californicus,52584.010,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1979-01-17,2024-07-12T19:35:10.420091+00:00,0.2753623188405797,NA,NA,NA,NA,NA,829a705f86a5a90c778949537c7a85262acbc195,1979-01-17,paralichthyidae,NA,,NA,paralichthys,NA,-120.4333333333,34.443333333333,NA,FALSE,FALSE,animalia | chordata |  | pleuronectiformes | paralichthyidae | paralichthys,NA,2,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: cojo bay,NA,NA,NA,,NA,NA,NA,NA,6e64366d-2ecb-4145-9b88-f9d279e5d069,pleuronectiformes,chordata,,0088015ma,2d853a6d-50ec-4931-8e91-48fc2491fdee,"paralichthys californicus (ayres, 1859)",californicus,17,california,2408903,accepted,species,NA,b27f5675-69ea-40b5-a10b-0fdb430de36e,NA,eastern pacific | usa | california |  | southern california: cojo bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,pennisetum clandestinum,obi161723,liliopsida,NA,3818d95b-b6a4-11e8-b408-001a64db2964,NA,"david keil; r. kenny, j. yost, m. ritter, and other phytojog participants",NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-05-10,2024-06-11T21:15:05.612026+00:00,0.2463768115942029,NA,NA,NA,NA,NA,6999d5b897baf017d358131be6d2e6c591afd74f,2019-05-10,poaceae,NA,,NA,pennisetum,NA,-120.3928349,34.52727215,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|lilianae|poales|poaceae|cenchrus,NA,NA,NA,obi,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve. jalama ranch side. jalachichi gate south of jalama rd, intersection of ne boundary of santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve and jalama rd. 5.25 miles west from intersection of jalama rd. and hwy 1.",NA,NA,NA,,NA,NA,NA,NA,e8f63f5e-e11d-40b3-8846-b9dec760dce1,poales,tracheophyta,,35869,b667cef4-96fe-42e8-a9fa-6298aa80bb14,cenchrus clandestinus,clandestinum,130,california,2706150,accepted,species,NA,b295ae09-4959-452b-96b7-b213e4731837,10 may 2019,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,seriphus politus,55024.010,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1979-09-16,2024-07-12T19:35:10.420091+00:00,0.2753623188405797,NA,NA,NA,NA,NA,a8f7d26f2b1c5a6c6146083def21743462287396,1979-09-16,sciaenidae,NA,,NA,seriphus,NA,-120.44,34.445,NA,FALSE,FALSE,animalia | chordata |  | perciformes | sciaenidae | seriphus,NA,NA,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: coho bay,NA,NA,NA,,NA,NA,NA,NA,bb438785-e674-4a53-8c86-0137f84b8e58,perciformes,chordata,,0168008ob,2d853a6d-50ec-4931-8e91-48fc2491fdee,"seriphus politus ayres, 1860",politus,259,california,5212465,accepted,species,NA,b29f19bf-9d83-4111-a2da-33f16edf30b8,NA,eastern pacific | usa | california |  | southern california: coho bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,navarretia atractyloides,sbbg183289,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,clifton f. smith,NA,,north america,1500,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1975-05-30,2023-05-05T11:17:33.911779+00:00,0.3188405797101449,NA,NA,NA,NA,NA,d65ac181db82fc5da6f231f918fee496f4821387,1975-05-30,polemoniaceae,NA,,NA,navarretia,NA,-120.3816,34.493,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|polemoniaceae|navarretia,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: ne of pt conception,NA,NA,NA,,NA,NA,NA,NA,4394dd76-1ce7-4f8a-bbf8-7bd8c108e60c,ericales,tracheophyta,,10864,d7540872-1c53-48ac-a617-2d0739eadcbd,navarretia atractyloides,atractyloides,150,california,2927667,accepted,species,NA,b2aff8c4-34f9-4715-8823-eea3d8b0707d,1975-5-30,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,osmundea splendens,ncu-a-0042922,florideophyceae,algae,e20ae18b-1a20-46ad-ab0f-8f5b63520f3e,NA,"hommersand, max h.",NA,,north america,2000,united states,usa,santa barbara,2d59e5db-57ad-41ff-97d6-11f5fb264527,1977-08-20,2023-05-05T11:25:10.976819+00:00,0.2753623188405797,NA,NA,NA,NA,NA,fb3154009d01926bd005e7cdec46aae3e9764d4f,1977-08-20,rhodomelaceae,NA,,NA,osmundea,NA,-120.494609,34.498041,NA,TRUE,TRUE,plantae|rhodophyta|eurhodophytina|florideophyceae|rhodymeniophycidae|ceramiales|rhodomelaceae|laurencieae|laurencia,NA,NA,NA,ncu,NA,NA,plantae,NA,NA,NA,NA,NA,NA,jalama,NA,NA,NA,,NA,NA,NA,NA,618ab84c-783d-44b4-ae2b-80d85e101573,ceramiales,rhodophyta,,s.n.,9ff03c57-ba5a-4127-9439-4bf3e838c4df,laurencia splendens,splendens,232,california,2659428,accepted,species,NA,b2ce931f-67bf-47ae-b241-6ee1911981c1,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,nannobrachium ritteri,47507.007,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1978-09-26,2024-07-12T19:35:10.420091+00:00,0.21739130434782608,NA,NA,NA,NA,NA,b8e40dde67ed758368da0adc886d38cf35e40522,1978-09-26,myctophidae,NA,,NA,nannobrachium,NA,-120.4333333333,34.443333333333,NA,FALSE,FALSE,animalia | chordata |  | myctophiformes | myctophidae | lampanyctus,NA,1,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: coho bay,NA,NA,NA,,NA,NA,NA,NA,d3076ef7-4168-4a76-9860-14f82e2ce856,myctophiformes,chordata,,0048015ob,2d853a6d-50ec-4931-8e91-48fc2491fdee,lampanyctus ritteri,ritteri,269,california,2405619,accepted,species,NA,b2d9e5b4-6aa4-4c13-b579-ad27cd7ff1e0,NA,eastern pacific | usa | california |  | southern california: coho bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,didelphis virginiana,107,mammalia,os,NA,NA,NA,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1931-10-07,2015-02-21T09:41:09.927000+00:00,0.2753623188405797,NA,NA,NA,NA,NA,b1b0a93daaa6b6b63ef2e08d9d3f16f90f40262a,1931,didelphidae,NA,,NA,didelphis,NA,-120.4686111,34.4502778,NA,FALSE,FALSE,animalia:chordata::didelphimorphia:didelphidae:didelphis,NA,1,virginiana,sbmnh,urn:lsid:biocol.org:col:34834,NA,animalia,NA,NA,NA,NA,NA,NA,hollister ranch; near point conception,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:sbmnh:os:107,didelphimorphia,chordata,,NA,9d8ced48-62c5-4ce0-99e7-a03550c674c0,didelphis virginiana virginiana,virginiana,280,california,2439923,accepted,species,NA,b2ddc623-fb59-4dc5-878a-2341126ef4eb,NA,north america; united states; california; santa barbara county; ; ; ;,NA,NA,idigbio
NA,NA,preservedspecimen,NA,engraulis mordax,52739.024,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1979-03-22,2024-07-12T19:35:10.420091+00:00,0.2463768115942029,NA,NA,NA,NA,NA,def470a4ce54987ae3ad3419e63a233bdb3a3845,1979-03-22,engraulidae,NA,,NA,engraulis,NA,-120.44,34.445,NA,FALSE,FALSE,animalia | chordata |  | clupeiformes | engraulidae | engraulis,NA,2,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: cojo bay,NA,NA,NA,,NA,NA,NA,NA,d8684557-14ff-4178-a72c-00a51ee107e6,clupeiformes,chordata,,0108008bb,2d853a6d-50ec-4931-8e91-48fc2491fdee,"engraulis mordax girard, 1854",mordax,81,california,2414024,accepted,species,NA,b2e0d4e7-0067-412c-9f2f-7361259ef220,NA,eastern pacific | usa | california |  | southern california: cojo bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,plantago lanceolata,obi161634,magnoliopsida,NA,3818d95b-b6a4-11e8-b408-001a64db2964,NA,"david keil; r. kenny, j. yost, m. ritter, and other phytojog participants",NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-05-10,2024-06-11T21:15:05.612026+00:00,0.2898550724637681,NA,NA,NA,NA,NA,011efa40d7cfe4d1b0feb6c740d66e85c4553452,2019-05-10,plantaginaceae,NA,,NA,plantago,NA,-120.3928349,34.52727215,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|lamiales|plantaginaceae|plantago,NA,NA,NA,obi,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve. jalama ranch side. jalachichi gate south of jalama rd, intersection of ne boundary of santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve and jalama rd. 5.25 miles west from intersection of jalama rd. and hwy 1.",NA,NA,NA,,NA,NA,NA,NA,eebecdd7-a995-4d08-8471-7fb012b33608,lamiales,tracheophyta,,35859,b667cef4-96fe-42e8-a9fa-6298aa80bb14,plantago lanceolata,lanceolata,130,california,8208358,accepted,species,NA,b2ee596b-c1c8-48b1-a11f-08017d009d16,10 may 2019,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,paraleptophlebia associata,caslot062006,insecta,casent,http://grscicoll.org/institutional-collection/entomology,NA,larry e. serpa,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-05-07,2024-07-12T19:12:33.994880+00:00,0.2463768115942029,NA,NA,NA,NA,NA,ac4d65f6a6a17e1f29787b1f507804eb6e39c9da,2019-05-07,leptophlebiidae,25310,,NA,paraleptophlebia,NA,-120.4094722,34.50486111,NA,FALSE,FALSE,NA,NA,1,NA,casc,http://grbio.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,jalama creek,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:cas:ent:caslot062006,ephemeroptera,arthropoda,,NA,87c45c90-ba1d-409e-a9d7-9baf5a5cbb1c,paraleptophlebia associata,associata,127,california,1407268,accepted,species,NA,b3195dc2-4dd0-492b-a0c4-30bc82de371f,5/7/19,NA,NA,NA,idigbio
