user_supplied_name,submitted_name,data_source_id,data_source_title,gni_uuid,matched_name2,classification_path,classification_path_ranks,classification_path_ids,taxon_id,edit_distance,imported_at,match_type,match_value,prescore,score,current_taxon_id,current_name_string,kingdom,phylum,class,order,family,genus,species
Fremontodendron californicum (Torr.) Coult.,Fremontodendron californicum (torr.) coult.,11,GBIF Backbone Taxonomy,2ba7842e-a7ab-5817-a396-64cd62283d63,Fremontodendron californicum,Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Fremontodendron|Fremontodendron californicum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|941|6685|10858067|7424655,7424655,0,2024-01-12T00:00:17Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Fremontodendron,Fremontodendron californicum
"Phyconomus marinus (LeConte, 1858)","Phyconomus marinus (leconte, 1858)",11,GBIF Backbone Taxonomy,772b0405-56b2-5236-ad8b-b021332981e5,Phyconomus marinus,Animalia|Arthropoda|Insecta|Coleoptera|Monotomidae|Phyconomus|Phyconomus marinus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|4745|4726195|6990124,6990124,0,2024-01-11T23:13:48Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,Phyconomus marinus
"Sialia mexicana Swainson, 1832","Sialia mexicana swainson, 1832",11,GBIF Backbone Taxonomy,74ad7d68-b42b-5a25-a93e-8b259e46aab6,Sialia mexicana,Animalia|Chordata|Aves|Passeriformes|Turdidae|Sialia|Sialia mexicana,kingdom|phylum|class|order|family|genus|species,1|44|212|729|5290|2490934|2490936,2490936,0,2024-01-12T03:53:22Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia mexicana
Verbena lasiostachys Link,Verbena lasiostachys link,11,GBIF Backbone Taxonomy,4c36a97c-d172-5d2a-828a-7f8d7ce5a48e,Verbena lasiostachys,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Verbenaceae|Verbena|Verbena lasiostachys,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|6689|2925470|2925519,2925519,0,2024-01-11T23:41:07Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena lasiostachys
Sambucus cerulea Raf.,Sambucus cerulea raf.,11,GBIF Backbone Taxonomy,c8e8ae64-b9a4-53db-8b79-dcecf178f71b,Sambucus cerulea,Plantae|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Sambucus|Sambucus cerulea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|946|4924416|2888721|2888726,2888726,0,2024-01-11T23:53:24Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,Sambucus cerulea
Encelia californica Nutt.,Encelia californica nutt.,11,GBIF Backbone Taxonomy,18518e0e-39a8-5e32-aa92-05305b8bda0c,Encelia californica,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Encelia|Encelia californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3118743|3118771,3118771,0,2024-01-11T22:22:33Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,Encelia californica
"Phoca vitulina Linnaeus, 1758","Phoca vitulina linnaeus, 1758",11,GBIF Backbone Taxonomy,a24ac1e8-2cf4-5c56-86bf-6124a03b6931,Phoca vitulina,Animalia|Chordata|Mammalia|Carnivora|Phocidae|Phoca|Phoca vitulina,kingdom|phylum|class|order|family|genus|species,1|44|359|732|5310|2433485|2434793,2434793,0,2024-01-12T04:27:10Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
Malacothrix saxatilis (Nutt.) Torr. & A.Gray,Malacothrix saxatilis (nutt.) torr. & a.gray,11,GBIF Backbone Taxonomy,c2089bd4-23fe-5c15-a329-e84b367403ce,Malacothrix saxatilis,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Malacothrix|Malacothrix saxatilis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3093231|5387204,5387204,0,2024-01-11T22:21:00Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix,Malacothrix saxatilis
Frangula californica (Eschsch.) A.Gray,Frangula californica (eschsch.) a.gray,11,GBIF Backbone Taxonomy,881b0441-02bf-5e6f-b4a7-6ed3679eff47,Frangula californica,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Frangula|Frangula californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|2407|3039453|3039459,3039459,0,2024-01-12T01:58:28Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,Frangula californica
Clathrus ruber P.Micheli ex Pers.,Clathrus ruber p.micheli ex pers.,11,GBIF Backbone Taxonomy,43fa1df5-a820-510a-8bdd-de06ac4cf2ff,Clathrus ruber,Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Clathrus|Clathrus ruber,kingdom|phylum|class|order|family|genus|species,5|34|186|532|3292|5239475|5239476,5239476,0,2024-01-11T23:01:01Z,1,Exact string match,8|0|0,0.999,NA,NA,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Clathrus,Clathrus ruber
"Ardea herodias Linnaeus, 1758","Ardea herodias linnaeus, 1758",11,GBIF Backbone Taxonomy,ec27640d-bb66-5c7f-b6d7-bf0312cecf6b,Ardea herodias,Animalia|Chordata|Aves|Pelecaniformes|Ardeidae|Ardea|Ardea herodias,kingdom|phylum|class|order|family|genus|species,1|44|212|7190953|3685|2480922|9630752,9630752,0,2024-01-11T23:39:39Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
"Tringa melanoleuca (J.F.Gmelin, 1789)","Tringa melanoleuca (j.f.gmelin, 1789)",11,GBIF Backbone Taxonomy,936cb393-d7bb-5b9d-b8c2-ff40e0c0b229,Tringa melanoleuca,Animalia|Chordata|Aves|Charadriiformes|Scolopacidae|Tringa|Tringa melanoleuca,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|5282|2481709|2481720,2481720,0,2024-01-12T01:19:15Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa melanoleuca
"Libellula saturata Uhler, 1857","Libellula saturata uhler, 1857",11,GBIF Backbone Taxonomy,ffc8ca34-878e-5687-a991-930f8866900b,Libellula saturata,Animalia|Arthropoda|Insecta|Odonata|Libellulidae|Libellula|Libellula saturata,kingdom|phylum|class|order|family|genus|species,1|54|216|789|5936|1427882|1427950,1427950,0,2024-01-12T01:53:12Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula saturata
"Mephitis mephitis (Schreber, 1776)","Mephitis mephitis (schreber, 1776)",11,GBIF Backbone Taxonomy,0f33a250-d4db-5709-88e3-575dcd28dd09,Mephitis mephitis,Animalia|Chordata|Mammalia|Carnivora|Mephitidae|Mephitis|Mephitis mephitis,kingdom|phylum|class|order|family|genus|species,1|44|359|732|9679|5219379|5219380,5219380,0,2024-01-12T05:38:46Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis
Eriogonum nudum Douglas ex Benth.,Eriogonum nudum douglas ex benth.,11,GBIF Backbone Taxonomy,138dadc5-b55b-55a4-b5a5-8a4c46ca3941,Eriogonum nudum,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum nudum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2416|8381158|2889434,2889434,0,2024-01-11T21:19:18Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,Eriogonum nudum
"Tringa semipalmata (J.F.Gmelin, 1789)","Tringa semipalmata (j.f.gmelin, 1789)",11,GBIF Backbone Taxonomy,bcb9a317-ec12-5494-a6dd-2bd7bfa78120,Tringa semipalmata,Animalia|Chordata|Aves|Charadriiformes|Scolopacidae|Tringa|Tringa semipalmata,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|5282|2481709|5789298,5789298,0,2024-01-12T01:19:15Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa semipalmata
"Batrachoseps nigriventris Cope, 1869","Batrachoseps nigriventris cope, 1869",11,GBIF Backbone Taxonomy,246edd9c-7ea0-51ba-9ae3-744347d58826,Batrachoseps nigriventris,Animalia|Chordata|Amphibia|Caudata|Plethodontidae|Batrachoseps|Batrachoseps nigriventris,kingdom|phylum|class|order|family|genus|species,1|44|131|953|6748|2431747|2431769,2431769,0,2024-01-12T01:13:56Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps nigriventris
"Sayornis nigricans (Swainson, 1827)","Sayornis nigricans (swainson, 1827)",11,GBIF Backbone Taxonomy,609466be-efac-5231-bf77-b70770098da3,Sayornis nigricans,Animalia|Chordata|Aves|Passeriformes|Tyrannidae|Sayornis|Sayornis nigricans,kingdom|phylum|class|order|family|genus|species,1|44|212|729|5291|2483605|2483612,2483612,0,2024-01-12T02:53:31Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans
Dipterostemon capitatus subsp. capitatus,Dipterostemon capitatus subsp. capitatus,11,GBIF Backbone Taxonomy,244cf247-1f69-5032-82aa-aca9795d1055,Dipterostemon capitatus capitatus,Plantae|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Dipterostemon|Dipterostemon capitatus|Dipterostemon capitatus capitatus,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|196|1169|7683|7326986|2772254|11301048,11301048,0,2024-01-11T22:48:55Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipterostemon,Dipterostemon capitatus
Nemophila menziesii Hook. & Arn.,Nemophila menziesii hook. & arn.,11,GBIF Backbone Taxonomy,2e18c914-26de-5197-b6de-2299d955d903,Nemophila menziesii,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Hydrophyllaceae|Nemophila|Nemophila menziesii,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2387|7398303|2928026,2928026,0,2024-01-12T04:18:37Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Nemophila,Nemophila menziesii
Keckiella ternata (Torr. ex A.Gray) Straw,Keckiella ternata (torr. ex a.gray) straw,11,GBIF Backbone Taxonomy,10fe537c-d02b-52a2-93e2-5834eeed6a6f,Keckiella ternata,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Keckiella|Keckiella ternata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2420|3170785|3170786,3170786,0,2024-01-12T01:48:48Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Keckiella,Keckiella ternata
"Aeolidia loui Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016","Aeolidia loui kienberger, carmona, pola, padula, gosliner & cervera, 2016",11,GBIF Backbone Taxonomy,13176bff-460b-52f5-a854-fd1dcbf94c3a,Aeolidia loui,Animalia|Mollusca|Gastropoda|Nudibranchia|Aeolidiidae|Aeolidia|Aeolidia loui,kingdom|phylum|class|order|family|genus|species,1|52|225|980|2654|2291937|9034186,9034186,0,2024-01-12T01:52:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,Aeolidia loui
"Oxyura jamaicensis (J.F.Gmelin, 1789)","Oxyura jamaicensis (j.f.gmelin, 1789)",11,GBIF Backbone Taxonomy,ac24cc26-b21b-57fa-8dda-ca32344c4af5,Oxyura jamaicensis,Animalia|Chordata|Aves|Anseriformes|Anatidae|Oxyura|Oxyura jamaicensis,kingdom|phylum|class|order|family|genus|species,1|44|212|1108|2986|2498299|2498305,2498305,0,2024-01-12T05:27:41Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis
Delairea odorata Lem.,Delairea odorata lem.,11,GBIF Backbone Taxonomy,91d9a8a1-e90f-5cb2-9c7e-fc48277bf78b,Delairea odorata,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Delairea|Delairea odorata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|9600151|3134183,3134183,0,2024-01-11T22:15:39Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Delairea,Delairea odorata
"Scopalina jali Turner, 2021","Scopalina jali turner, 2021",11,GBIF Backbone Taxonomy,6bf5266d-c0b2-5936-87f1-cd503bb7c0a6,Scopalina jali,Animalia|Porifera|Demospongiae|Scopalinida|Scopalinidae|Scopalina|Scopalina jali,kingdom|phylum|class|order|family|genus|species,1|105|199|8041835|6786740|2239987|11153679,11153679,0,2024-01-11T23:53:57Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Porifera,Demospongiae,Scopalinida,Scopalinidae,Scopalina,Scopalina jali
"Bucephala albeola (Linnaeus, 1758)","Bucephala albeola (linnaeus, 1758)",11,GBIF Backbone Taxonomy,913491a0-b502-5a13-bbf6-100a410bd796,Bucephala albeola,Animalia|Chordata|Aves|Anseriformes|Anatidae|Bucephala|Bucephala albeola,kingdom|phylum|class|order|family|genus|species,1|44|212|1108|2986|2498324|2498329,2498329,0,2024-01-12T01:07:20Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala albeola
"Pugettia producta (Randall, 1840)","Pugettia producta (randall, 1840)",11,GBIF Backbone Taxonomy,e62a3fa3-9d59-517e-b082-b440de9d4673,Pugettia producta,Animalia|Arthropoda|Malacostraca|Decapoda|Epialtidae|Pugettia|Pugettia producta,kingdom|phylum|class|order|family|genus|species,1|54|229|637|3865|2226670|2226672,2226672,0,2024-01-11T22:28:21Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,Pugettia producta
"Larus brachyrhynchus Richardson, 1831","Larus brachyrhynchus richardson, 1831",11,GBIF Backbone Taxonomy,33649e86-e498-57af-80ed-543ea7fe8abe,Larus brachyrhynchus,Animalia|Chordata|Aves|Charadriiformes|Laridae|Larus|Larus brachyrhynchus,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|9316|2481126|11205778,11205778,0,2024-01-12T02:27:12Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus brachyrhynchus
"Lepus californicus Gray, 1837","Lepus californicus gray, 1837",11,GBIF Backbone Taxonomy,094400d0-ce5c-5979-ade9-d348e71f742e,Lepus californicus,Animalia|Chordata|Mammalia|Lagomorpha|Leporidae|Lepus|Lepus californicus,kingdom|phylum|class|order|family|genus|species,1|44|359|785|9379|2436691|2436801,2436801,0,2024-01-12T03:38:00Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus
Melilotus indicus (L.) All.,Melilotus indicus (l.) all.,11,GBIF Backbone Taxonomy,afb21a6b-51ab-54a1-8cd2-6aa2c475bdf3,Melilotus indicus,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Melilotus|Melilotus indicus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|4924408|2971016,2971016,0,2024-01-11T23:12:17Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus
"Empidonax traillii (Audubon, 1828)","Empidonax traillii (audubon, 1828)",11,GBIF Backbone Taxonomy,466199de-20ef-56b9-a806-9c224a7d040f,Empidonax traillii,Animalia|Chordata|Aves|Passeriformes|Tyrannidae|Empidonax|Empidonax traillii,kingdom|phylum|class|order|family|genus|species,1|44|212|729|5291|2482766|2482786,2482786,0,2024-01-12T03:26:28Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii
"Paralabrax clathratus (Girard, 1854)","Paralabrax clathratus (girard, 1854)",11,GBIF Backbone Taxonomy,ef461702-c3b8-5cfb-9a19-32d770b43cae,Paralabrax clathratus,Animalia|Chordata|Perciformes|Serranidae|Paralabrax|Paralabrax clathratus,kingdom|phylum|order|family|genus|species,1|44|587|8597|2387720|2387731,2387731,0,2024-01-12T04:35:52Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus,NA
Artemisia californica Less.,Artemisia californica less.,11,GBIF Backbone Taxonomy,c7f888fc-1283-5af1-85cd-a5c8d8e898b1,Artemisia californica,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Artemisia|Artemisia californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3120641|3120755,3120755,0,2024-01-11T22:16:14Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia californica
"Velella velella (Linnaeus, 1758)","Velella velella (linnaeus, 1758)",11,GBIF Backbone Taxonomy,19348f06-4b39-596a-ad42-69f0ea904a97,Velella velella,Animalia|Cnidaria|Hydrozoa|Anthoathecata|Porpitidae|Velella|Velella velella,kingdom|phylum|class|order|family|genus|species,1|43|205|838|9240|2265791|2265793,2265793,0,2024-01-11T22:51:32Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,Velella velella
Salvia apiana Jeps.,Salvia apiana jeps.,11,GBIF Backbone Taxonomy,05e7d96b-8fa6-5ec3-813a-e74fbfa0e4fc,Salvia apiana,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Salvia|Salvia apiana,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2497|2926981|2927016,2927016,0,2024-01-12T01:00:35Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia apiana
Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.,Amsinckia menziesii (lehm.) a.nelson & j.f.macbr.,11,GBIF Backbone Taxonomy,d7e9df04-ce12-5dc0-a757-0f98998bc155,Amsinckia menziesii,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Amsinckia|Amsinckia menziesii,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2498|2925869|2925870,2925870,0,2024-01-12T00:12:07Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia,Amsinckia menziesii
Lupinus arboreus Sims,Lupinus arboreus sims,11,GBIF Backbone Taxonomy,d3578bca-2bc0-5ea8-a74c-57dd10d0f756,Lupinus arboreus,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lupinus|Lupinus arboreus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2963774|2963807,2963807,0,2024-01-11T23:54:20Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus arboreus
"Flabellinopsis iodinea (J.G.Cooper, 1863)","Flabellinopsis iodinea (j.g.cooper, 1863)",11,GBIF Backbone Taxonomy,48479020-a398-574c-bc63-c7f7670d65e6,Flabellinopsis iodinea,Animalia|Mollusca|Gastropoda|Nudibranchia|Flabellinopsidae|Flabellinopsis|Flabellinopsis iodinea,kingdom|phylum|class|order|family|genus|species,1|52|225|980|9585758|2292248|2292277,2292277,0,2024-01-12T02:12:45Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinopsidae,Flabellinopsis,Flabellinopsis iodinea
Datura wrightii Regel,Datura wrightii regel,11,GBIF Backbone Taxonomy,5a7e516f-6bd1-558d-8286-1f479c500d6f,Datura wrightii,Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Datura|Datura wrightii,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1176|7717|2928734|2928741,2928741,0,2024-01-12T03:32:12Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura wrightii
"Lynx rufus (Schreber, 1777)","Lynx rufus (schreber, 1777)",11,GBIF Backbone Taxonomy,b540b316-2574-5a09-92a7-3d3a88cf39bd,Lynx rufus,Animalia|Chordata|Mammalia|Carnivora|Felidae|Lynx|Lynx rufus,kingdom|phylum|class|order|family|genus|species,1|44|359|732|9703|2435239|2435246,2435246,0,2024-01-12T03:32:14Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus
"Pelecanus occidentalis californicus Ridgway, 1884","Pelecanus occidentalis californicus ridgway, 1884",11,GBIF Backbone Taxonomy,0c06ae96-145d-596b-b26a-1df4b101ea69,Pelecanus occidentalis californicus,Animalia|Chordata|Aves|Pelecaniformes|Pelecanidae|Pelecanus|Pelecanus occidentalis|Pelecanus occidentalis californicus,kingdom|phylum|class|order|family|genus|species|subspecies,1|44|212|7190953|9329|10650925|5229158|5229161,5229161,0,2024-01-12T03:37:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus occidentalis
"Zenaida macroura (Linnaeus, 1758)","Zenaida macroura (linnaeus, 1758)",11,GBIF Backbone Taxonomy,ee8330f5-1ceb-5397-b2c2-ac445da3fd6c,Zenaida macroura,Animalia|Chordata|Aves|Columbiformes|Columbidae|Zenaida|Zenaida macroura,kingdom|phylum|class|order|family|genus|species,1|44|212|1446|5233|2495346|2495347,2495347,0,2024-01-12T00:06:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,Zenaida macroura
Quercus agrifolia Née,Quercus agrifolia née,11,GBIF Backbone Taxonomy,3b3a2d16-75db-5c75-a57c-700a287f8452,Quercus agrifolia,Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus agrifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4689|2877951|2880791,2880791,0,2024-01-12T01:06:47Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus agrifolia
Bromus tectorum L.,Bromus tectorum l.,11,GBIF Backbone Taxonomy,fe873fa9-62a9-5087-9cd6-920d236cff88,Bromus tectorum,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus tectorum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703746,2703746,0,2024-01-11T22:10:55Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus tectorum
"Fulica americana Gmelin, 1789","Fulica americana gmelin, 1789",11,GBIF Backbone Taxonomy,f769c221-fa79-5c45-8c11-f50440783ba4,Fulica americana,Animalia|Chordata|Aves|Gruiformes|Rallidae|Fulica|Fulica americana,kingdom|phylum|class|order|family|genus|species,1|44|212|1493|9342|2474376|2474393,2474393,0,2024-01-12T04:20:59Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica americana
"Thalasseus maximus (Boddaert, 1783)","Thalasseus maximus (boddaert, 1783)",11,GBIF Backbone Taxonomy,bd88b884-e73a-503f-ae96-34027f78a461,Thalasseus maximus,Animalia|Chordata|Aves|Charadriiformes|Laridae|Thalasseus|Thalasseus maximus,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|9316|9109074|5789281,5789281,0,2024-01-12T03:57:03Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus maximus
"Clavelina huntsmani Van Name, 1931","Clavelina huntsmani van name, 1931",11,GBIF Backbone Taxonomy,33167079-4812-5ef7-8d0e-c7e186c72739,Clavelina huntsmani,Animalia|Chordata|Ascidiacea|Aplousobranchia|Clavelinidae|Clavelina|Clavelina huntsmani,kingdom|phylum|class|order|family|genus|species,1|44|356|9589977|5217|2330146|2330180,2330180,0,2024-01-12T01:49:21Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,Clavelina huntsmani
Pleurotus ostreatus (Jacq.) P.Kumm.,Pleurotus ostreatus (jacq.) p.kumm.,11,GBIF Backbone Taxonomy,d515eb16-4ede-57a3-8b9e-4ddb62895304,Pleurotus ostreatus,Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pleurotaceae|Pleurotus|Pleurotus ostreatus,kingdom|phylum|class|order|family|genus|species,5|34|186|1499|4183|2518610|2526530,2526530,0,2024-01-12T03:46:38Z,1,Exact string match,8|0|0,0.999,NA,NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
"Aechmophorus occidentalis (Lawrence, 1858)","Aechmophorus occidentalis (lawrence, 1858)",11,GBIF Backbone Taxonomy,b87e58b3-b68b-56c3-bc89-937d40534b00,Aechmophorus occidentalis,Animalia|Chordata|Aves|Podicipediformes|Podicipedidae|Aechmophorus|Aechmophorus occidentalis,kingdom|phylum|class|order|family|genus|species,1|44|212|7191588|9338|2482031|2482033,2482033,0,2024-01-12T00:13:08Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis
"Urocyon littoralis santacruzae Merriam, 1903","Urocyon littoralis santacruzae merriam, 1903",11,GBIF Backbone Taxonomy,1b694b95-e9aa-50a0-82ee-957c53733088,Urocyon littoralis santacruzae,Animalia|Chordata|Mammalia|Carnivora|Canidae|Urocyon|Urocyon littoralis|Urocyon littoralis santacruzae,kingdom|phylum|class|order|family|genus|species|subspecies,1|44|359|732|9701|2434558|2434559|6164354,6164354,0,2024-01-12T05:17:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon littoralis
